4,5,4
4,4,4
5,6,5
5,5,6
26,4,4
4,6,5
5,5,5
4,22,4
38,13,38
6,5,5
27,6,7
7,9,7
4,4,5
6,7,8
5,6,4
7,5,4
6,7,54
4,5,4
6,6,6
4,5,4
44,45,45
5,4,5
4,26,10
6,6,25
4,5,4
17,18,12
12,12,59
12,12,12
4,5,6
12,12,59
4,26,26
4,26,26
5,4,5
5,6,5
4,4,4
4,6,5
4,4,4
4,27,10
4,27,10
8,7,9
4,4,4
4,26,10
5,5,5
47,4,48
14,4,14
4,22,4
5,5,6
4,5,6
4,42,4
6,5,6
47,4,48
4,4,6
5,6,7
40,41,4
4,22,4
6,5,4
4,5,4
4,22,4
46,41,40
12,4,12
9,7,7
5,5,6
4,6,7
6,7,8
4,4,4
5,6,5
5,6,4
7,5,4
9,9,5
4,5,6
12,12,12
17,18,12
4,5,4
4,4,4
5,6,5
4,6,5
12,12,12
26,10,26
4,4,4
4,5,6
4,10,5
5,4,5
4,5,4
4,4,4
12,4,12
4,6,5
27,6,7
10,25,7
5,5,6
47,4,48
4,4,5
4,4,22
44,45,45
5,6,7
5,6,5
4,14,4
9,7,7
6,5,6
5,6,5
5,5,5
4,4,4
44,45,45
7,9,9
6,25,26
5,4,6
5,6,5
5,6,7
4,49,51
4,4,4
4,4,4
4,4,4
4,5,4
4,6,5
4,4,5
4,5,4
5,4,4
4,5,4
4,6,7
4,6,5
6,7,54
4,5,6
4,26,26
12,17,18
5,4,26
5,4,5
6,7,8
12,12,12
5,4,4
6,6,25
43,43,44
4,5,6
4,25,26
4,6,6
5,6,4
4,6,5
38,13,38
5,5,6
12,12,59
5,4,5
5,5,5
5,5,6
10,25,7
45,45,46
5,4,5
4,40,41
4,4,4
27,5,5
4,4,4
14,14,14
4,5,4
4,6,6
27,10,27
4,5,4
4,25,26
4,5,4
4,6,5
4,42,4
14,4,14
4,4,4
5,5,6
27,5,5
5,5,6
5,6,7
4,26,26
6,25,26
6,6,6
17,18,12
4,5,4
4,5,4
6,5,6
5,4,5
26,10,25
8,7,9
4,5,6
38,13,38
4,5,6
14,4,14
4,5,5
6,7,4
5,4,4
11,11,11
5,4,5
4,5,6
4,26,4
4,5,4
4,40,41
4,4,4
14,4,14
50,4,49
4,6,5
37,5,26
4,4,4
11,11,11
5,4,4
4,43,43
5,27,5
5,6,25
4,5,27
5,5,5
22,4,6
9,9,5
37,5,26
4,5,4
7,4,4
4,6,5
5,5,5
12,17,18
4,49,51
41,4,4
43,43,44
6,27,6
5,4,5
14,14,14
5,4,6
27,6,7
5,6,7
4,4,4
4,4,4
4,5,6
4,5,6
6,7,4
27,6,7
26,4,4
26,4,4
17,18,12
14,14,14
4,22,4
14,14,14
17,18,12
4,5,6
4,14,4
44,45,45
6,5,4
4,4,4
4,26,4
12,12,12
4,42,4
4,4,4
4,5,5
4,5,4
4,4,5
4,27,10
47,4,48
6,7,54
4,5,6
4,4,4
9,9,9
6,7,4
12,4,12
4,49,51
5,5,6
6,7,8
6,5,5
4,4,4
37,5,26
45,45,46
12,12,12
12,12,12
4,26,10
6,6,25
5,4,26
50,4,49
12,17,18
4,4,5
9,9,9
41,4,4
5,4,5
5,4,5
4,4,4
4,4,4
8,7,9
43,43,44
46,41,40
4,6,5
5,6,5
6,7,54
46,41,40
14,14,14
4,5,4
4,5,4
45,46,41
5,4,5
9,9,5
4,49,51
4,6,5
26,4,4
26,10,26
4,5,6
7,9,9
4,42,4
4,4,4
5,4,5
4,5,6
12,4,12
4,27,10
25,26,26
7,4,4
4,6,7
40,41,4
5,6,4
4,5,4
25,26,26
4,26,10
5,4,26
6,27,6
4,4,4
5,27,5
5,5,6
12,17,18
5,5,6
4,4,4
4,6,7
50,4,49
26,10,25
5,5,5
4,6,5
7,9,7
6,25,26
14,4,14
27,5,5
5,4,4
7,9,9
11,11,11
6,7,54
12,12,12
4,5,4
43,44,45
4,6,5
4,4,22
4,25,26
7,8,7
7,8,7
5,4,6
5,4,5
6,5,4
14,4,14
5,4,5
44,45,45
5,5,5
4,4,22
5,5,5
5,4,5
5,6,5
27,10,27
4,4,4
4,42,4
26,10,26
4,5,4
5,5,5
27,10,27
4,4,5
5,4,5
14,4,14
4,6,5
7,8,7
5,27,5
4,10,5
5,5,5
43,43,44
4,5,4
4,4,4
26,10,25
4,5,27
4,4,5
45,46,41
4,4,4
4,5,6
5,4,4
12,12,12
5,6,4
5,5,5
4,49,51
4,4,4
5,4,6
47,4,48
4,4,6
45,45,46
5,5,5
8,7,9
5,4,5
50,4,49
4,26,4
50,4,49
5,4,5
4,4,4
5,4,6
44,45,45
4,5,4
6,5,6
4,40,41
12,4,12
4,6,5
12,12,59
46,41,40
5,6,4
26,10,26
14,14,14
4,40,41
4,6,5
4,4,4
10,25,7
6,5,5
6,7,54
4,6,5
5,4,5
12,12,12
44,45,45
4,4,5
11,11,11
4,4,4
27,6,7
6,27,6
4,22,4
6,25,26
25,26,26
9,9,9
27,6,7
7,8,7
26,10,25
12,12,12
4,49,51
5,4,5
4,5,4
12,12,59
4,4,4
4,4,4
45,45,46
5,5,6
22,4,6
6,5,5
4,6,7
4,26,10
50,4,49
12,17,18
4,10,5
11,11,11
5,4,5
42,4,43
4,5,6
5,6,7
4,25,26
4,4,4
4,4,4
4,5,4
7,7,9
5,5,6
4,6,5
14,14,14
7,5,4
4,4,4
4,5,6
7,9,9
6,25,26
40,41,4
4,4,6
5,5,5
7,9,7
12,12,59
5,4,5
4,27,10
5,4,5
4,5,4
42,4,43
4,6,5
43,43,44
5,5,5
4,5,5
50,4,49
5,5,6
6,5,5
7,4,4
12,4,12
4,6,5
50,4,49
43,43,44
6,5,6
22,4,6
14,14,14
22,4,6
14,14,14
4,5,4
7,8,7
4,6,6
4,5,27
4,4,4
4,40,41
5,4,5
4,4,5
5,5,5
5,6,5
5,5,6
4,5,4
4,4,4
26,4,4
4,25,26
9,7,7
4,5,4
4,5,6
4,4,4
14,14,14
4,4,22
4,10,5
4,4,4
27,10,27
5,4,5
9,9,9
5,4,10
5,4,5
12,4,12
4,6,7
8,7,9
5,27,5
9,9,5
4,25,26
5,4,5
4,6,5
4,4,5
4,5,5
4,42,4
41,4,4
14,14,14
4,25,26
6,6,25
4,4,4
4,6,5
4,4,4
27,10,27
4,5,27
4,5,4
43,44,45
5,4,5
5,6,5
4,4,4
25,7,5
9,9,9
5,6,25
4,5,4
4,4,5
27,5,5
4,5,4
7,9,7
5,6,4
5,4,5
5,4,5
5,5,5
9,9,9
6,5,5
6,7,54
4,27,10
4,7,4
9,5,10
8,7,9
46,41,40
7,9,7
4,5,6
4,5,6
14,14,14
4,5,6
9,5,10
4,4,4
41,4,4
4,4,5
4,6,5
4,26,26
4,4,4
45,45,46
4,5,4
7,9,9
4,4,4
10,25,7
4,4,5
4,4,5
42,4,43
4,4,4
7,4,4
12,17,18
11,11,11
46,41,40
5,5,5
12,12,12
7,5,4
6,7,54
4,5,6
44,45,45
5,6,5
12,12,12
25,26,26
4,40,41
12,12,59
4,4,4
4,5,4
43,43,44
5,6,7
4,5,4
4,27,10
4,7,4
6,5,6
4,4,4
26,4,4
46,41,40
4,4,4
4,5,6
44,45,45
4,5,6
4,43,43
4,5,4
12,17,18
5,4,5
42,4,43
4,5,4
5,6,7
40,41,4
6,25,26
6,5,5
4,5,5
4,27,10
47,4,48
4,4,4
4,49,51
14,14,14
11,11,11
9,9,5
42,4,43
7,7,9
4,49,51
14,14,14
4,27,10
6,5,6
47,4,48
38,13,38
9,9,9
14,14,14
4,5,4
43,43,44
4,5,4
8,7,9
4,4,4
5,6,7
4,4,22
45,45,46
4,4,4
46,41,40
5,6,4
42,4,43
5,5,5
40,41,4
4,4,4
6,5,5
4,26,4
5,6,4
6,25,26
25,7,5
9,7,7
4,7,4
5,6,25
4,4,4
5,4,5
4,25,26
12,12,12
5,6,5
4,22,4
38,13,38
5,6,5
4,40,41
4,40,41
5,5,5
4,4,4
12,4,12
12,12,12
4,5,4
4,14,4
43,43,44
41,4,4
5,4,26
5,6,7
4,40,41
45,45,46
9,9,9
5,5,5
7,7,9
25,7,5
40,41,4
4,26,4
4,5,6
4,6,5
4,4,4
27,5,5
6,25,26
43,44,45
4,5,6
5,6,25
5,5,6
4,4,4
4,14,4
26,4,4
4,4,4
4,4,4
4,5,6
4,5,6
5,5,5
25,26,26
12,12,59
26,10,26
4,5,6
26,10,26
4,4,4
12,4,12
4,7,4
5,6,4
12,12,12
4,6,5
4,4,4
12,17,18
10,25,7
4,5,27
4,4,6
4,5,5
12,12,12
5,4,5
4,27,10
5,4,5
4,25,26
4,5,4
25,26,26
5,5,6
45,45,46
4,4,4
12,17,18
4,49,51
4,4,4
4,4,4
44,45,45
6,5,5
4,5,5
4,5,6
4,26,26
43,44,45
7,7,9
14,4,14
44,45,45
9,9,5
4,5,6
6,6,25
7,7,9
7,7,9
5,5,6
12,12,59
4,4,4
4,27,10
4,5,6
8,7,9
4,4,5
14,14,14
14,4,14
4,5,4
6,5,4
5,6,5
4,4,4
43,44,45
5,6,25
4,5,5
5,4,10
47,4,48
6,7,54
7,9,7
14,14,14
4,4,4
5,5,6
4,42,4
4,25,26
6,6,25
45,45,46
4,6,27
12,12,12
4,4,4
6,5,6
4,4,4
42,4,43
44,45,45
26,10,25
4,5,6
5,4,5
4,43,43
4,4,4
4,4,4
5,4,10
12,17,18
7,8,7
5,5,5
4,4,5
4,5,4
4,6,5
4,27,10
14,4,14
41,4,4
9,5,10
4,4,4
4,5,4
45,46,41
4,6,27
14,14,14
4,4,4
4,6,5
6,5,6
5,5,6
5,6,25
6,5,6
4,4,4
4,4,4
12,17,18
5,4,5
4,4,5
4,4,4
4,4,5
4,43,43
5,4,5
4,5,6
6,5,6
7,9,7
5,5,5
5,4,26
6,5,4
4,4,4
4,4,4
25,26,26
4,25,26
26,4,4
4,4,4
10,25,7
5,4,5
4,5,5
46,41,40
47,4,48
4,4,4
4,4,5
45,46,41
44,45,45
6,5,6
6,5,5
47,4,48
5,4,26
4,40,41
6,7,54
9,7,7
4,4,5
45,45,46
27,10,27
4,5,4
7,7,9
9,9,9
5,5,6
46,41,40
5,5,6
4,4,4
7,4,4
45,45,46
4,5,4
14,14,14
4,5,4
5,4,26
17,18,12
40,41,4
4,4,4
26,10,25
4,5,6
5,4,10
7,5,4
4,6,5
4,6,5
4,6,5
4,4,4
4,7,4
46,41,40
4,27,10
4,5,6
4,5,4
5,4,5
5,4,5
4,6,5
9,9,9
5,6,4
4,4,4
4,6,7
4,5,4
6,6,25
5,4,26
10,25,7
9,9,9
26,10,26
5,5,5
4,26,4
6,7,4
6,7,8
5,5,5
7,9,7
5,5,6
4,5,4
4,25,26
4,4,4
12,17,18
5,4,5
6,6,6
4,6,7
4,5,4
7,8,7
7,7,9
47,4,48
4,4,6
4,4,4
17,18,12
4,5,27
4,4,4
5,6,4
6,7,4
43,44,45
4,42,4
4,4,4
4,6,5
14,14,14
5,4,5
38,13,38
4,4,4
4,6,6
12,12,59
5,5,6
14,4,14
4,4,4
37,5,26
4,22,4
7,5,4
4,26,10
5,5,6
42,4,43
12,4,12
4,5,4
26,10,25
5,6,5
5,5,5
5,4,4
26,10,26
4,5,4
4,5,4
5,5,5
4,5,4
38,13,38
38,13,38
7,9,9
46,41,40
5,4,5
7,5,4
4,4,4
9,9,5
7,8,7
5,4,5
5,5,6
12,12,12
4,5,27
4,26,4
4,4,4
43,43,44
6,25,26
5,4,5
4,27,10
4,5,4
26,4,4
8,7,9
4,4,4
6,5,6
4,5,4
4,42,4
4,5,4
26,10,25
8,7,9
50,4,49
5,5,6
4,5,6
4,4,4
4,6,5
5,4,5
4,4,4
4,4,4
5,6,25
6,7,8
43,43,44
4,49,51
9,5,10
4,4,4
4,5,27
6,5,6
4,4,4
44,45,45
4,4,4
5,5,5
22,4,6
17,18,12
5,6,5
9,5,10
4,4,4
17,18,12
5,5,5
5,5,5
11,11,11
4,4,4
4,4,4
7,9,7
4,27,10
26,4,4
4,4,4
4,6,6
6,27,6
4,4,4
9,9,9
4,49,51
12,4,12
37,5,26
44,45,45
14,14,14
4,6,5
4,4,4
4,6,5
4,6,5
5,5,6
4,7,4
4,25,26
4,22,4
4,42,4
45,46,41
4,43,43
5,6,25
12,4,12
4,10,5
44,45,45
4,4,4
4,5,4
5,4,5
7,9,9
6,25,26
6,27,6
5,5,5
4,7,4
9,7,7
5,5,5
6,7,4
5,6,5
43,43,44
5,5,5
4,5,6
5,5,6
5,5,5
27,10,27
4,5,6
5,5,6
4,25,26
4,5,5
4,5,6
27,6,7
44,45,45
4,4,4
4,26,26
14,4,14
5,5,6
4,5,6
9,9,9
25,7,5
17,18,12
5,4,5
4,4,4
11,11,11
4,14,4
4,5,6
4,26,26
4,6,27
46,41,40
12,12,12
10,25,7
12,17,18
5,5,5
4,6,5
4,5,6
5,4,5
26,10,25
4,4,4
4,5,6
4,5,6
4,4,4
4,5,4
4,26,10
45,45,46
4,5,4
4,26,10
4,4,5
44,45,45
4,5,4
4,4,22
47,4,48
4,26,10
12,12,12
4,42,4
38,13,38
12,4,12
5,5,5
5,4,4
6,5,6
6,5,5
22,4,6
5,4,4
26,4,4
5,6,5
5,4,5
4,40,41
43,44,45
27,6,7
4,4,4
7,7,9
5,6,5
5,6,5
7,9,9
5,6,4
25,7,5
17,18,12
4,4,4
4,6,27
9,9,9
5,5,6
6,25,26
4,26,4
5,4,5
4,42,4
5,6,25
14,14,14
50,4,49
4,26,4
26,4,4
4,40,41
4,4,4
4,4,6
5,6,25
14,4,14
17,18,12
4,7,4
4,4,4
6,6,6
5,5,5
4,4,4
5,6,5
4,6,5
12,4,12
5,4,5
9,5,10
4,6,5
4,5,6
38,13,38
4,26,10
5,5,6
4,5,4
5,4,4
4,26,4
4,5,6
14,14,14
37,5,26
4,5,6
43,44,45
12,12,12
45,45,46
5,6,4
4,4,4
4,4,4
12,4,12
26,4,4
4,5,6
4,5,5
14,14,14
4,4,4
43,43,44
4,4,4
6,7,54
4,4,4
6,6,25
4,4,4
4,4,5
42,4,43
5,4,26
5,6,4
38,13,38
4,5,5
4,27,10
4,5,27
4,6,5
4,42,4
5,4,6
5,6,5
27,10,27
45,46,41
5,4,10
12,4,12
4,4,4
45,46,41
4,26,4
27,6,7
5,4,5
4,5,6
6,7,4
26,10,26
4,5,4
4,27,10
4,4,4
5,5,5
6,5,6
9,9,5
7,8,7
4,4,4
14,4,14
5,5,5
4,5,4
4,4,5
4,49,51
4,5,4
4,6,5
4,6,6
47,4,48
5,5,5
5,4,5
4,5,4
7,9,7
25,7,5
4,26,26
4,4,5
4,5,6
47,4,48
4,6,6
5,6,7
4,7,4
5,5,5
14,14,14
6,5,6
4,4,4
14,14,14
4,6,5
4,5,6
11,11,11
7,4,4
14,14,14
41,4,4
4,4,4
5,6,5
4,26,10
5,27,5
7,5,4
4,5,6
4,5,5
4,4,6
4,4,22
5,4,4
4,6,27
12,12,59
37,5,26
6,5,6
5,4,26
4,6,5
26,4,4
14,14,14
7,9,9
5,5,6
46,41,40
9,7,7
38,13,38
9,7,7
4,4,5
4,40,41
6,5,4
4,25,26
5,6,4
4,6,27
6,7,4
4,5,4
25,7,5
5,6,7
5,4,5
4,6,5
4,4,4
14,4,14
5,6,4
12,12,59
37,5,26
4,4,4
4,4,4
4,4,4
4,26,10
4,5,4
4,26,4
4,4,22
4,6,6
4,5,6
5,4,5
5,4,26
9,9,5
4,22,4
4,4,5
4,4,4
12,12,12
5,6,5
9,7,7
6,7,8
5,5,5
6,5,6
5,6,4
4,5,4
5,4,26
26,10,25
14,14,14
7,7,9
4,6,6
5,5,6
4,5,4
4,4,5
5,5,6
9,7,7
26,4,4
4,5,4
4,4,5
4,5,4
6,7,8
6,5,6
4,4,4
4,4,22
5,6,5
12,4,12
9,9,9
4,6,6
12,4,12
4,5,4
4,5,4
44,45,45
27,6,7
5,6,7
5,5,5
5,5,6
4,22,4
9,9,9
50,4,49
14,4,14
50,4,49
44,45,45
4,5,6
6,6,6
5,4,5
4,5,4
44,45,45
5,4,5
5,5,5
4,5,5
26,10,26
17,18,12
47,4,48
5,6,7
4,14,4
6,5,5
6,6,6
4,5,27
4,4,4
7,7,9
38,13,38
12,12,12
4,4,22
9,7,7
4,6,7
5,6,5
4,40,41
5,4,6
12,17,18
5,4,5
5,6,7
5,6,7
45,45,46
4,5,6
5,5,6
4,42,4
9,7,7
9,5,10
8,7,9
4,7,4
26,4,4
12,17,18
7,7,9
4,4,5
4,6,27
4,6,6
4,49,51
27,6,7
4,4,4
37,5,26
5,6,4
5,5,5
4,5,6
4,4,4
6,5,5
5,4,5
4,4,4
5,5,6
4,40,41
4,26,4
5,5,5
4,4,4
12,12,12
4,5,6
9,9,9
40,41,4
4,10,5
5,5,5
17,18,12
4,22,4
5,6,4
5,4,26
6,25,26
4,4,4
4,5,4
50,4,49
5,4,4
4,5,6
4,4,4
5,5,5
9,5,10
4,6,6
27,10,27
5,4,5
4,4,4
5,5,6
9,9,9
7,9,9
5,6,25
4,5,4
44,45,45
4,5,6
27,5,5
5,6,5
5,5,5
27,5,5
47,4,48
6,25,26
22,4,6
5,4,5
44,45,45
5,4,5
9,9,5
6,7,4
22,4,6
5,5,5
14,14,14
43,44,45
4,4,4
4,26,26
6,5,5
4,4,5
6,6,6
44,45,45
4,6,6
4,5,6
9,9,9
14,14,14
12,12,12
4,5,4
41,4,4
38,13,38
4,7,4
27,5,5
6,5,5
12,12,12
45,45,46
5,6,5
43,44,45
4,4,4
5,6,5
7,5,4
4,6,5
4,5,5
4,10,5
37,5,26
4,49,51
47,4,48
5,6,25
4,40,41
6,25,26
12,17,18
7,9,9
6,7,4
14,14,14
4,4,4
26,10,25
5,6,5
5,4,5
4,25,26
9,9,9
4,5,6
43,44,45
12,12,12
14,4,14
4,4,4
4,5,27
4,43,43
4,5,6
4,4,6
4,22,4
4,4,4
6,27,6
25,7,5
5,5,6
26,10,26
5,27,5
4,6,27
5,4,5
4,4,4
5,5,6
4,5,4
25,26,26
6,5,6
4,5,6
4,4,4
12,12,12
4,4,4
9,9,5
7,7,9
4,22,4
6,7,54
7,7,9
4,43,43
12,12,12
38,13,38
5,6,4
9,9,9
5,4,6
6,27,6
4,6,5
4,5,6
4,26,10
4,4,4
4,27,10
5,6,5
43,43,44
7,5,4
4,10,5
27,10,27
27,6,7
5,5,5
4,26,26
12,12,12
38,13,38
4,5,4
4,5,6
7,8,7
5,5,5
5,5,5
4,6,5
4,4,4
12,12,12
4,4,4
4,6,7
4,5,6
4,5,6
12,4,12
25,7,5
5,6,25
12,12,59
4,4,4
5,6,4
26,10,26
4,4,5
44,45,45
4,4,4
4,6,6
4,4,6
7,8,7
6,7,8
5,4,4
9,5,10
45,46,41
7,5,4
12,4,12
5,6,5
9,7,7
38,13,38
7,8,7
14,4,14
6,7,8
4,5,6
4,4,4
6,25,26
4,4,4
4,5,6
6,5,5
5,5,6
4,4,4
4,5,4
6,6,6
26,10,26
12,12,12
4,6,5
4,27,10
7,8,7
5,5,6
7,4,4
4,5,6
5,6,7
12,12,59
5,4,5
4,4,4
37,5,26
22,4,6
9,9,9
9,9,5
4,43,43
4,27,10
4,43,43
4,27,10
4,4,4
38,13,38
44,45,45
12,12,12
4,4,22
4,5,6
5,4,4
27,5,5
5,5,6
9,9,9
25,7,5
4,4,4
5,4,5
4,4,4
5,5,5
4,4,4
4,4,4
27,5,5
12,12,12
4,5,4
4,25,26
5,5,5
12,12,12
12,4,12
5,6,5
6,7,8
4,4,4
5,27,5
12,4,12
50,4,49
5,4,10
14,14,14
6,25,26
4,5,4
4,5,4
4,5,6
6,5,6
5,4,5
4,5,4
4,5,6
44,45,45
4,5,6
6,5,6
4,4,4
4,4,22
7,5,4
6,6,25
4,6,5
5,6,4
5,6,25
5,4,5
4,4,5
5,4,26
12,4,12
6,7,8
6,5,6
5,4,10
4,6,6
50,4,49
4,4,5
6,5,5
4,5,6
4,5,27
4,6,5
4,4,4
44,45,45
5,6,5
4,5,4
5,5,5
50,4,49
4,5,4
5,4,5
4,6,5
12,12,12
5,6,5
12,12,12
6,7,4
14,4,14
4,5,4
5,6,7
4,4,4
7,9,7
5,5,5
4,4,5
4,4,4
5,6,25
5,6,5
4,10,5
9,9,5
44,45,45
10,25,7
43,44,45
4,6,7
4,10,5
4,4,4
4,26,10
5,4,4
6,5,6
6,27,6
4,4,4
6,6,6
14,4,14
4,5,4
50,4,49
4,4,4
4,6,5
4,14,4
22,4,6
7,4,4
4,4,4
50,4,49
25,26,26
4,5,5
4,4,4
4,6,6
5,5,6
4,5,4
26,10,26
5,4,5
5,6,25
6,25,26
6,5,6
44,45,45
4,4,4
5,4,5
46,41,40
5,4,10
43,43,44
7,9,9
5,5,6
6,5,6
50,4,49
7,5,4
4,5,6
4,4,4
4,4,5
5,6,7
41,4,4
25,7,5
14,14,14
4,6,5
5,6,7
4,5,4
4,4,5
4,43,43
4,5,4
5,6,5
6,5,5
45,46,41
4,5,6
5,4,5
5,4,4
5,4,4
17,18,12
4,5,4
4,5,4
4,4,4
6,7,4
5,5,5
4,4,4
6,5,4
4,4,4
4,5,6
4,4,4
5,5,6
6,7,54
4,4,4
4,4,4
4,4,4
5,5,5
45,46,41
6,5,6
5,6,4
12,12,12
4,26,26
12,12,12
4,5,4
4,4,4
5,5,5
6,5,6
37,5,26
5,6,4
5,5,5
9,9,5
4,6,5
7,8,7
4,5,4
4,4,4
37,5,26
4,25,26
5,5,6
5,5,6
22,4,6
4,5,4
5,5,5
40,41,4
4,4,4
4,5,4
4,4,5
6,5,5
6,5,5
4,4,5
5,4,5
5,4,5
43,43,44
44,45,45
4,5,4
4,7,4
50,4,49
4,26,4
5,5,5
5,4,10
4,5,4
4,27,10
14,14,14
4,4,4
14,4,14
4,4,4
4,5,6
4,27,10
4,6,6
41,4,4
42,4,43
14,4,14
6,6,25
11,11,11
4,4,4
4,26,4
4,5,27
12,12,59
4,6,5
12,12,12
4,5,4
4,4,4
4,5,4
6,6,6
5,5,5
14,14,14
4,4,4
50,4,49
4,4,4
5,4,5
6,5,4
50,4,49
5,4,5
4,4,5
26,10,25
9,9,9
4,4,4
5,4,5
4,4,4
5,6,5
44,45,45
5,4,5
46,41,40
12,12,12
40,41,4
4,27,10
4,26,4
4,6,7
14,4,14
27,6,7
4,5,4
43,43,44
27,6,7
25,7,5
8,7,9
7,7,9
4,43,43
4,5,4
7,4,4
12,17,18
12,17,18
6,27,6
5,4,5
4,26,4
5,6,7
4,5,6
4,4,4
12,12,12
47,4,48
5,4,5
4,6,27
7,4,4
43,44,45
4,5,6
4,4,4
43,43,44
11,11,11
4,4,22
4,6,5
6,7,4
5,5,6
5,4,26
7,7,9
12,12,12
5,6,4
4,5,4
5,4,4
5,4,6
5,4,5
4,5,6
14,4,14
6,5,6
5,5,5
42,4,43
7,9,9
50,4,49
50,4,49
4,4,4
5,4,5
4,26,4
4,5,4
5,4,6
5,27,5
4,5,6
5,5,5
12,17,18
4,4,5
4,4,4
4,5,4
42,4,43
6,7,8
4,4,4
4,6,5
5,6,4
4,4,5
5,4,4
6,7,54
4,5,4
4,4,4
5,6,4
5,6,4
5,5,6
12,12,59
4,6,5
27,10,27
4,4,6
25,7,5
5,4,6
5,6,25
4,4,4
4,4,4
4,5,5
4,14,4
4,6,7
5,4,26
50,4,49
9,9,5
27,10,27
6,6,6
4,5,6
6,6,25
12,4,12
4,42,4
4,5,6
40,41,4
4,4,4
10,25,7
4,4,5
4,5,6
4,25,26
42,4,43
6,27,6
4,6,7
5,6,25
43,43,44
9,7,7
17,18,12
6,6,6
7,7,9
4,5,6
45,45,46
4,5,6
10,25,7
6,27,6
47,4,48
5,4,5
5,6,4
4,6,5
5,6,5
4,4,4
4,5,4
6,5,5
12,12,59
5,6,5
4,42,4
4,5,27
41,4,4
5,4,26
4,4,4
7,5,4
4,4,4
4,49,51
4,6,5
12,17,18
26,10,25
9,5,10
5,4,5
43,44,45
11,11,11
7,8,7
4,5,6
14,14,14
27,5,5
4,4,4
12,4,12
5,5,5
4,4,4
5,6,4
4,5,4
4,6,5
4,49,51
7,5,4
4,5,6
4,5,5
6,6,6
5,5,5
11,11,11
5,4,5
4,4,5
6,5,6
26,4,4
4,4,4
45,46,41
17,18,12
11,11,11
44,45,45
5,4,6
5,6,4
6,25,26
4,4,4
4,5,6
6,5,6
26,4,4
4,5,6
5,6,5
7,5,4
43,44,45
12,4,12
5,4,26
4,5,6
4,4,5
4,4,4
4,4,4
6,7,54
5,5,6
5,5,5
5,4,26
4,4,4
12,12,12
17,18,12
14,4,14
6,5,6
12,12,12
8,7,9
4,5,4
9,9,5
5,5,6
6,5,5
6,6,6
42,4,43
4,5,6
12,4,12
5,4,26
4,5,4
27,5,5
4,4,4
14,4,14
5,4,5
4,22,4
4,5,4
4,4,4
5,6,5
14,4,14
27,10,27
5,4,5
12,17,18
4,5,6
4,5,4
6,27,6
5,5,5
4,4,4
5,6,25
43,44,45
4,26,4
5,5,5
14,4,14
4,5,6
26,10,25
5,5,6
4,4,4
47,4,48
7,9,9
4,5,4
37,5,26
4,4,4
4,5,6
11,11,11
4,5,4
12,12,12
8,7,9
4,4,4
26,10,26
46,41,40
5,6,25
5,5,5
4,5,6
9,9,9
4,14,4
5,5,5
4,4,22
4,4,4
4,5,4
45,45,46
4,26,4
4,5,4
10,25,7
7,7,9
27,6,7
4,5,6
26,10,26
4,5,4
7,9,9
6,5,6
4,5,27
5,4,5
4,5,6
4,5,6
4,43,43
4,5,27
42,4,43
4,4,4
4,5,4
41,4,4
